qseqid	sseqid	evalue	bitscore	qstart	qend	sstart	send	pident	qcov	scov
CM057397.1.g268.t1	5061.CADANGAP00013359	0.0	1010.0	1	510	16	525	99.6	100.0	97.1
CM057397.1.g269.t1	5061.CADANGAP00013360	2.3e-170	476.0	1	242	1	242	100.0	100.0	100.0
CM057397.1.g270.t1	5061.CADANGAP00013361	2.74e-266	730.0	1	381	1	381	99.7	100.0	100.0
CM057397.1.g271.t1	5061.CADANGAP00013362	2.78e-230	639.0	1	331	118	448	99.4	100.0	73.9
CM057397.1.g272.t1	5061.CADANGAP00013364	1.82e-309	865.0	1	454	1	454	99.6	50.4	93.6
CM057397.1.g273.t1	40384.G7XS78	1.41e-42	145.0	1	75	1	75	94.7	94.9	29.4
CM057397.1.g274.t1	5061.CADANGAP00013367	8.66e-227	624.0	1	314	1	314	99.4	100.0	100.0
CM057397.1.g275.t1	5061.CADANGAP00013368	0.0	957.0	1	496	1	496	100.0	100.0	100.0
CM057397.1.g276.t1	5061.CADANGAP00013370	1.45e-200	556.0	1	287	1	287	99.7	100.0	100.0
CM057397.1.g277.t1	5061.CADANGAP00013371	2.05e-98	286.0	1	154	1	154	100.0	100.0	100.0
CM057397.1.g278.t1	40384.G7XS85	1.38e-54	171.0	1	89	1	89	95.5	100.0	100.0
CM057397.1.g279.t1	40384.G7XS86	2.77e-75	226.0	1	112	1	112	97.3	90.3	83.0
CM057397.1.g280.t1	40384.G7XS87	0.0	1048.0	1	553	161	714	96.2	100.0	77.6
CM057397.1.g281.t1	5061.CADANGAP00013374	0.0	957.0	27	529	1	504	98.2	94.5	96.0
CM057397.1.g282.t1	33178.CADATEAP00006275	1.99e-94	279.0	1	148	1	148	89.2	75.1	83.6
CM057397.1.g283.t1	40384.G7XS90	2.48e-82	247.0	1	136	1	131	93.4	91.3	70.4
CM057397.1.g284.t1	5061.CADANGAP00013378	0.0	2714.0	1	1505	68	1572	100.0	100.0	95.7
CM057397.1.g285.t1	5061.CADANGAP00013379	3.83e-263	724.0	1	411	1	411	100.0	100.0	100.0
CM057397.1.g286.t1	5061.CADANGAP00013380	0.0	1671.0	1	940	39	1044	83.1	100.0	77.7
CM057397.1.g287.t1	5061.CADANGAP00013382	0.0	872.0	1	465	1	465	99.8	98.1	96.9
CM057397.1.g288.t1	5061.CADANGAP00013383	0.0	912.0	191	664	1	474	100.0	71.4	100.0
CM057397.1.g289.t1	5061.CADANGAP00002611	1.21e-81	265.0	28	345	150	464	84.9	84.8	64.0
CM057397.1.g290.t1	40384.G7XC77	6.37e-173	505.0	1	506	66	529	74.0	98.4	85.3
CM057397.1.g292.t1	5061.CADANGAP00002615	3.1e-54	172.0	1	95	1	95	93.7	92.2	73.1
CM057397.1.g293.t1	5061.CADANGAP00002616	4.63e-169	472.0	1	239	3	241	99.6	100.0	99.2
CM057397.1.g294.t1	5061.CADANGAP00002617	2.32e-169	479.0	1	270	1	270	94.8	78.3	96.4
CM057397.1.g295.t1	5061.CADANGAP00002618	8.79e-283	773.0	1	398	1	398	100.0	100.0	100.0
CM057397.1.g296.t1	5061.CADANGAP00002619	0.0	1065.0	1	507	1	507	99.8	100.0	100.0
CM057397.1.g297.t1	40384.G7XC70	5.42e-122	349.0	1	191	5	195	94.8	100.0	97.9
CM057397.1.g298.t1	40384.G7XC69	3.08e-113	333.0	72	267	80	275	100.0	73.4	71.3
CM057397.1.g299.t1	5061.CADANGAP00002622	0.0	2250.0	1	1089	1	1089	99.8	100.0	100.0
CM057397.1.g300.t1	5061.CADANGAP00002625	5.67e-212	588.0	1	324	1	324	98.5	100.0	100.0
CM057397.1.g301.t1	5061.CADANGAP00002626	9.42e-313	854.0	1	462	1	463	99.8	100.0	100.0
CM057397.1.g302.t1	5061.CADANGAP00002629	5.4e-157	445.0	64	301	15	252	100.0	79.1	94.4
CM057397.1.g303.t1	5061.CADANGAP00002630	0.0	904.0	8	546	11	549	97.8	98.7	98.2
CM057397.1.g304.t1	5061.CADANGAP00002631	0.0	960.0	1	496	32	551	94.8	100.0	94.4
CM057397.1.g305.t1	40384.G7XC61	0.0	901.0	1	468	1	468	95.1	100.0	100.0
CM057397.1.g306.t1	5061.CADANGAP00002639	0.0	946.0	4	480	65	541	99.2	99.4	88.2
CM057397.1.g307.t1	40384.G7XC59	0.0	2117.0	1	1263	1	1263	96.7	100.0	100.0
CM057397.1.g308.t1	40384.G7XC58	8.86e-213	588.0	1	300	1	300	99.7	100.0	100.0
CM057397.1.g309.t1	5061.CADANGAP00002641	7.92e-190	529.0	1	289	1	289	99.7	100.0	100.0
CM057397.1.g310.t1	40384.G7XC56	0.0	1217.0	1	602	1	602	98.8	100.0	100.0
CM057397.1.g311.t1	5061.CADANGAP00002644	0.0	977.0	1	497	1	497	100.0	100.0	100.0
CM057397.1.g312.t1	5061.CADANGAP00002645	1.33e-226	625.0	1	324	1	324	98.5	100.0	100.0
CM057397.1.g313.t1	5061.CADANGAP00002646	2.31e-179	499.0	1	251	1	251	100.0	100.0	100.0
CM057397.1.g314.t1	40384.G7XC52	1.81e-87	272.0	1	157	171	332	87.7	77.7	34.6
CM057397.1.g315.t1	40384.G7XC51	2.02e-206	573.0	1	320	1	302	91.9	100.0	99.3
CM057397.1.g316.t1	40384.G7XC50	3.76e-268	735.0	1	389	1	389	97.9	100.0	100.0
CM057397.1.g317.t1	5061.CADANGAP00002649	2.97e-235	652.0	1	386	1	382	94.8	100.0	100.0
CM057397.1.g318.t1	40384.G7XC48	3.46e-65	199.0	1	106	1	106	100.0	100.0	100.0
CM057397.1.g319.t1	5061.CADANGAP00002651	1.17e-215	594.0	1	287	1	287	100.0	100.0	100.0
CM057397.1.g320.t1	5061.CADANGAP00002653	2.55e-304	832.0	1	446	1	446	99.6	100.0	100.0
CM057397.1.g321.t1	5061.CADANGAP00002654	0.0	2149.0	1	1123	1	1123	99.7	100.0	100.0
CM057397.1.g322.t1	40384.G7XC44	1.9e-59	184.0	1	109	1	109	93.6	100.0	100.0
CM057397.1.g323.t1	5061.CADANGAP00002656	3.02e-119	341.0	1	179	1	179	100.0	100.0	100.0
CM057397.1.g324.t1	5061.CADANGAP00002657	7.13e-277	756.0	1	379	1	379	99.7	100.0	100.0
CM057397.1.g325.t1	5061.CADANGAP00002658	2.03e-45	151.0	1	146	1	131	56.4	100.0	100.0
CM057397.1.g326.t1	5061.CADANGAP00002659	3.34e-200	558.0	1	322	1	319	98.8	100.0	100.0
CM057397.1.g327.t1	5061.CADANGAP00002662	5.08e-65	199.0	14	113	10	109	97.0	88.5	91.7
CM057397.1.g328.t1	5061.CADANGAP00002664	0.0	1034.0	1	510	1	510	100.0	100.0	100.0
CM057397.1.g329.t1	5061.CADANGAP00002666	0.0	1026.0	1	556	40	570	95.5	100.0	93.2
CM057397.1.g330.t1	5061.CADANGAP00002667	0.0	1701.0	30	968	77	1015	99.6	97.0	92.5
CM057397.1.g331.t1	5061.CADANGAP00002671	0.0	1021.0	1	624	1	624	98.1	100.0	100.0
CM057397.1.g332.t1	5061.CADANGAP00002672	0.0	1179.0	1	616	1	616	99.8	100.0	100.0
CM057397.1.g333.t1	40384.G7XC33	1.7e-217	602.0	1	320	1	326	93.6	100.0	100.0
CM057397.1.g334.t1	5061.CADANGAP00002675	4.16e-235	647.0	1	334	1	334	99.7	100.0	100.0
CM057397.1.g335.t1	5061.CADANGAP00002676	1.38e-158	447.0	43	266	24	247	99.6	84.2	90.7
CM057397.1.g336.t1	5061.CADANGAP00002677	2.32e-79	235.0	1	116	1	116	100.0	100.0	100.0
CM057397.1.g337.t1	5061.CADANGAP00002679	0.0	1270.0	1	705	1	688	92.6	100.0	100.0
CM057397.1.g339.t1	5061.CADANGAP00002682	3.9e-188	525.0	26	306	1	281	100.0	91.8	100.0
CM057397.1.g340.t1	40384.G7XC25	1.39e-215	599.0	20	347	31	358	94.2	94.5	91.4
CM057397.1.g341.t1	40384.G7XC24	0.0	1978.0	1	1132	1	1132	93.0	97.5	93.7
CM057397.1.g342.t1	5061.CADANGAP00002686	9.57e-144	409.0	1	245	1	245	99.6	100.0	100.0
CM057397.1.g343.t1	5061.CADANGAP00002687	7.25e-199	549.0	1	256	1	256	100.0	100.0	100.0
CM057397.1.g344.t1	40384.G7XC21	1.15e-104	302.0	1	154	1	154	100.0	100.0	100.0
CM057397.1.g346.t1	5061.CADANGAP00003115	9.13e-169	492.0	11	473	11	475	52.5	94.1	93.0
CM057397.1.g347.t1	5057.CADACLAP00006462	6.95e-141	417.0	10	446	10	448	47.5	98.0	98.0
CM057397.1.g348.t1	40384.G7XC20	2.66e-248	681.0	1	336	1	336	99.4	100.0	100.0
CM057397.1.g349.t1	5061.CADANGAP00002692	0.0	1811.0	1	930	1	930	99.7	99.0	100.0
CM057397.1.g350.t1	5061.CADANGAP00002693	1.07e-302	825.0	1	413	1	413	99.5	100.0	100.0
CM057397.1.g351.t1	5059.CADAFLAP00001418	3.53e-67	216.0	1	202	1	208	52.4	68.7	93.3
CM057397.1.g352.t1	5061.CADANGAP00002694	4.02e-198	569.0	1	365	1	341	90.7	89.2	51.9
CM057397.1.g353.t1	40384.G7XC15	0.0	879.0	1	439	1	439	96.8	99.8	99.8
CM057397.1.g354.t1	5061.CADANGAP00002696	1.25e-150	427.0	1	212	89	300	100.0	100.0	70.7
CM057397.1.g355.t1	40384.G7XC13	1.69e-279	766.0	1	407	6	412	95.3	100.0	98.8
CM057397.1.g356.t1	40384.G7XC12	0.0	1212.0	1	613	1	614	97.6	100.0	100.0
CM057397.1.g357.t1	40384.G7XBP6	0.0	1006.0	1	548	1	546	96.2	99.8	99.8
CM057397.1.g358.t1	5061.CADANGAP00002701	7.79e-192	549.0	226	516	1	291	99.7	45.5	96.0
CM057397.1.g359.t1	5061.CADANGAP00002702	4.21e-285	779.0	1	397	1	397	99.0	100.0	100.0
CM057397.1.g360.t1	5061.CADANGAP00002704	0.0	1934.0	1	990	1	990	99.8	100.0	100.0
CM057397.1.g361.t1	5061.CADANGAP00002713	1.12e-247	682.0	1	347	21	378	94.7	100.0	89.5
CM057397.1.g362.t1	5061.CADANGAP00002714	2.05e-265	731.0	1	415	1	417	99.3	100.0	100.0
CM057397.1.g363.t1	5061.CADANGAP00002715	5.8e-47	150.0	1	74	1	74	95.9	100.0	100.0
CM057397.1.g364.t1	40384.G7XBP2	0.0	1167.0	1	592	1	592	98.0	100.0	100.0
CM057397.1.g365.t1	5061.CADANGAP00002717	1.08e-168	495.0	1	539	1	538	97.2	100.0	100.0
CM057397.1.g366.t1	40384.G7XBP0	2.62e-278	767.0	1	464	1	462	95.3	100.0	100.0
CM057397.1.g367.t1	5061.CADANGAP00002728	0.0	1003.0	1	536	1	536	100.0	100.0	100.0
CM057397.1.g368.t1	40384.G7XBN8	9.47e-317	862.0	1	439	1	439	100.0	100.0	100.0
CM057397.1.g369.t1	5061.CADANGAP00002730	0.0	1295.0	1	646	1	646	100.0	100.0	100.0
CM057397.1.g370.t1	5061.CADANGAP00002732	5.54e-210	580.0	1	288	1	288	99.3	100.0	100.0
CM057397.1.g371.t1	5061.CADANGAP00002733	5.14e-129	372.0	1	181	1	187	95.7	99.5	55.8
CM057397.1.g372.t1	5061.CADANGAP00002735	7.25e-171	485.0	1	379	1	303	71.8	100.0	100.0
CM057397.1.g373.t1	5061.CADANGAP00002736	0.0	1135.0	27	627	138	738	94.8	95.9	81.4
CM057397.1.g374.t1	40384.G7XBN4	2.07e-118	340.0	1	172	41	212	94.8	100.0	81.1
CM057397.1.g375.t1	5061.CADANGAP00002741	2.42e-70	212.0	1	107	1	107	100.0	100.0	100.0
CM057397.1.g376.t1	5061.CADANGAP00002743	3.05e-141	400.0	1	195	1	195	99.5	100.0	82.3
CM057397.1.g377.t1	5061.CADANGAP00002745	0.0	1304.0	1	665	1	658	98.5	100.0	100.0
CM057397.1.g378.t1	5061.CADANGAP00002746	0.0	941.0	1	490	1	490	96.7	98.4	87.5
CM057397.1.g379.t1	5061.CADANGAP00002747	4.89e-191	529.0	1	253	1	253	98.4	100.0	100.0
CM057397.1.g380.t1	5061.CADANGAP00002748	0.0	1309.0	1	666	24	689	96.5	100.0	96.7
CM057397.1.g381.t1	40384.G7XC06	0.0	2664.0	1	1598	1	1601	89.4	100.0	100.0
CM057397.1.g382.t1	5061.CADANGAP00002751	6.31e-230	635.0	1	343	1	343	99.7	100.0	100.0
CM057397.1.g384.t1	40384.G7XC08	9.11e-123	350.0	1	174	1	174	94.8	100.0	100.0
CM057397.1.g385.t1	5061.CADANGAP00002758	1.48e-296	813.0	1	421	1	441	94.3	100.0	89.8
CM057397.1.g386.t1	40384.G7XIX1	3.26e-201	569.0	1	304	1	303	88.5	98.7	53.7
CM057397.1.g387.t1	5061.CADANGAP00001329	1.38e-234	650.0	1	333	1	333	99.4	76.9	99.1
CM057397.1.g388.t1	5061.CADANGAP00001330	3.1e-239	662.0	1	397	1	369	90.9	100.0	100.0
CM057397.1.g389.t1	5061.CADANGAP00001331	0.0	1569.0	1	849	1	849	99.4	100.0	100.0
CM057397.1.g390.t1	5061.CADANGAP00001332	0.0	2435.0	1	1238	1	1238	98.7	100.0	100.0
CM057397.1.g391.t1	5061.CADANGAP00001333	0.0	1112.0	1	566	1	566	99.1	100.0	100.0
CM057397.1.g392.t1	40384.G7XIX8	0.0	1028.0	1	574	1	573	93.6	100.0	100.0
CM057397.1.g393.t1	5061.CADANGAP00001338	0.0	1102.0	1	567	43	610	99.6	100.0	93.1
CM057397.1.g394.t1	5061.CADANGAP00001339	0.0	2076.0	1	1077	1	1077	99.8	100.0	100.0
CM057397.1.g395.t1	5061.CADANGAP00001340	0.0	1434.0	1	878	1	875	96.9	100.0	100.0
CM057397.1.g396.t1	5061.CADANGAP00001342	9.8e-316	858.0	1	424	1	424	99.8	100.0	100.0
CM057397.1.g397.t1	40384.G7XIY3	1.14e-109	316.0	1	167	1	161	95.8	100.0	100.0
CM057397.1.g398.t1	5061.CADANGAP00001344	2.67e-191	532.0	1	286	1	286	99.3	100.0	100.0
CM057397.1.g399.t1	5061.CADANGAP00001345	3.24e-73	222.0	1	146	1	146	100.0	100.0	100.0
CM057397.1.g400.t1	5061.CADANGAP00001346	9.66e-178	496.0	1	263	1	263	99.6	100.0	100.0
CM057397.1.g402.t1	5061.CADANGAP00001350	4.62e-180	502.0	1	262	1	262	99.6	100.0	100.0
CM057397.1.g403.t1	5061.CADANGAP00001351	0.0	1228.0	1	602	1	602	98.7	100.0	100.0
CM057397.1.g404.t1	5061.CADANGAP00001352	1.45e-278	771.0	1	390	223	612	99.0	100.0	63.7
CM057397.1.g405.t1	5061.CADANGAP00001353	4.38e-244	672.0	1	357	1	357	99.7	100.0	100.0
CM057397.1.g406.t1	5061.CADANGAP00001354	0.0	1240.0	1	637	1	637	98.3	100.0	100.0
CM057397.1.g407.t1	5061.CADANGAP00001355	0.0	1431.0	1	740	1	744	98.8	100.0	100.0
CM057397.1.g408.t1	5061.CADANGAP00001357	0.0	1682.0	1	872	1	872	100.0	100.0	99.1
CM057397.1.g409.t1	40384.G7XIQ2	2.79e-89	261.0	1	130	1	130	100.0	100.0	100.0
CM057397.1.g410.t1	5061.CADANGAP00001360	3.82e-154	440.0	1	254	1	253	92.9	99.2	70.7
CM057397.1.g411.t1	5061.CADANGAP00001361	1.01e-252	705.0	1	383	237	619	99.7	100.0	61.9
CM057397.1.g412.t1	5061.CADANGAP00001362	0.0	1098.0	1	546	1	546	99.6	100.0	100.0
CM057397.1.g413.t1	5061.CADANGAP00001363	1.16e-307	845.0	1	503	1	498	98.0	100.0	100.0
CM057397.1.g414.t1	5061.CADANGAP00001364	1.15e-259	712.0	1	365	1	365	100.0	100.0	100.0
CM057397.1.g415.t1	5061.CADANGAP00001365	8.45e-204	564.0	1	286	1	286	100.0	100.0	100.0
CM057397.1.g416.t1	40384.G7XIQ9	0.0	1067.0	21	562	19	560	97.6	96.4	96.8
CM057397.1.g417.t1	5061.CADANGAP00001367	0.0	971.0	1	570	1	570	100.0	100.0	100.0
CM057397.1.g418.t1	5061.CADANGAP00001368	1.11e-290	791.0	1	372	1	372	99.5	100.0	100.0
CM057397.1.g419.t1	40384.G7XIR2	7.47e-298	815.0	1	443	1	444	94.6	100.0	100.0
CM057397.1.g420.t1	5061.CADANGAP00001370	0.0	1028.0	1	526	1	529	97.7	100.0	100.0
CM057397.1.g421.t1	5061.CADANGAP00001371	0.0	922.0	6	522	2	518	99.8	99.0	99.8
CM057397.1.g422.t1	5061.CADANGAP00001372	0.0	1282.0	1	875	1	883	87.9	100.0	100.0
CM057397.1.g423.t1	40384.G7XIR6	1.76e-278	762.0	1	399	1	399	98.5	100.0	100.0
CM057397.1.g424.t1	5061.CADANGAP00001374	0.0	1778.0	1	926	1	953	96.5	99.8	94.5
CM057397.1.g425.t1	40384.G7XIR8	0.0	1726.0	1	881	1	887	98.2	98.4	98.3
CM057397.1.g426.t1	40384.G7XIR9	0.0	1152.0	1	572	1	572	98.8	100.0	100.0
CM057397.1.g427.t1	5061.CADANGAP00001378	1.87e-203	578.0	264	593	28	351	88.4	55.6	92.3
CM057397.1.g428.t1	5061.CADANGAP00005258	3.61e-310	858.0	1	587	1	586	72.2	98.8	100.0
CM057397.1.g430.t1	5061.CADANGAP00001380	0.0	1326.0	1059	1827	818	1580	85.3	41.7	48.2
CM057397.1.g431.t1	5061.CADANGAP00001382	6.51e-140	395.0	1	195	1	195	99.0	100.0	100.0
CM057397.1.g432.t1	5061.CADANGAP00001383	1.13e-251	689.0	1	331	1	331	99.4	100.0	100.0
CM057397.1.g433.t1	5061.CADANGAP00001384	1.8e-221	625.0	1	316	220	534	96.5	80.4	54.9
CM057397.1.g434.t1	40384.G7XIS9	9.82e-169	518.0	1	861	1	851	81.5	100.0	100.0
CM057397.1.g435.t1	5061.CADANGAP00001387	0.0	991.0	1	514	1	514	98.6	100.0	100.0
CM057397.1.g436.t1	5061.CADANGAP00001388	0.0	1057.0	1	562	1	555	98.4	100.0	100.0
CM057397.1.g437.t1	5061.CADANGAP00001389	3.11e-266	729.0	1	372	1	372	95.7	97.6	99.2
CM057397.1.g438.t1	5061.CADANGAP00001390	0.0	969.0	1	505	1	505	95.2	100.0	100.0
CM057397.1.g439.t1	5061.CADANGAP00001391	0.0	920.0	1	466	1	466	100.0	100.0	100.0
CM057397.1.g440.t1	5061.CADANGAP00001392	0.0	972.0	5	496	1	492	99.2	99.2	100.0
CM057397.1.g441.t1	5061.CADANGAP00001393	7.05e-270	738.0	1	374	1	374	98.7	100.0	100.0
CM057397.1.g442.t1	40384.G7XIG5	0.0	1220.0	1	645	1	673	92.1	99.8	99.9
CM057397.1.g443.t1	5061.CADANGAP00001395	5.76e-269	734.0	1	356	1	356	99.4	100.0	100.0
CM057397.1.g444.t1	5061.CADANGAP00001396	4.31e-167	467.0	1	235	1	235	98.3	100.0	100.0
CM057397.1.g445.t1	5061.CADANGAP00001398	1.94e-247	679.0	1	348	1	348	98.3	100.0	100.0
CM057397.1.g446.t1	5061.CADANGAP00001399	1.19e-162	455.0	1	231	1	231	100.0	100.0	100.0
CM057397.1.g447.t1	5061.CADANGAP00001401	0.0	1009.0	1	507	1	507	99.6	100.0	100.0
CM057397.1.g448.t1	36630.CADNFIAP00004427	2.37e-18	81.3	1	96	1	92	50.5	81.4	82.1
CM057397.1.g449.t1	5061.CADANGAP00001403	3.81e-225	620.0	1	313	1	313	99.4	100.0	100.0
CM057397.1.g450.t1	40384.G7XIH4	1.2e-304	831.0	7	426	19	438	94.0	98.6	95.9
CM057397.1.g451.t1	5061.CADANGAP00001405	0.0	983.0	4	501	1	498	99.4	99.4	100.0
CM057397.1.g452.t1	5061.CADANGAP00001406	5.34e-267	731.0	1	378	1	378	99.7	100.0	100.0
CM057397.1.g453.t1	5061.CADANGAP00001407	6.57e-277	756.0	1	369	1	369	99.7	100.0	100.0
CM057397.1.g454.t1	40384.G7XS18	0.0	1012.0	1	548	1	548	96.9	100.0	100.0
CM057397.1.g455.t1	5061.CADANGAP00001410	1.06e-235	650.0	1	347	1	347	97.7	99.7	99.7
CM057397.1.g456.t1	5061.CADANGAP00001411	0.0	1447.0	5	725	35	755	99.6	99.4	95.5
CM057397.1.g457.t1	40384.G7XS21	1.4e-279	765.0	1	398	1	398	96.2	100.0	100.0
CM057397.1.g458.t1	5061.CADANGAP00001413	0.0	1216.0	1	605	1	605	99.3	100.0	100.0
CM057397.1.g460.t1	5061.CADANGAP00001415	0.0	892.0	1	466	1	466	98.3	100.0	100.0
CM057397.1.g461.t1	5061.CADANGAP00001416	0.0	1518.0	1	816	152	967	97.7	100.0	84.4
CM057397.1.g462.t1	5061.CADANGAP00001417	1.42e-247	679.0	1	344	1	344	100.0	100.0	100.0
CM057397.1.g463.t1	5061.CADANGAP00001418	1.14e-157	443.0	9	241	4	236	99.1	96.7	98.7
CM057397.1.g464.t1	5061.CADANGAP00001419	0.0	1146.0	1	575	1	575	97.2	100.0	100.0
CM057397.1.g465.t1	5061.CADANGAP00001420	1.69e-75	230.0	1	133	1	133	100.0	76.0	76.0
CM057397.1.g466.t1	5061.CADANGAP00001421	1.62e-169	476.0	1	272	1	272	99.3	100.0	100.0
CM057397.1.g467.t1	5061.CADANGAP00001423	1.96e-177	494.0	1	254	1	254	96.9	100.0	100.0
CM057397.1.g468.t1	40384.G7XS32	0.0	2293.0	1	1242	1	1242	92.8	99.9	99.9
CM057397.1.g469.t1	5061.CADANGAP00001427	2.26e-229	643.0	1	322	1	322	96.6	54.9	99.7
CM057397.1.g470.t1	5061.CADANGAP00001428	1.89e-235	647.0	1	338	1	318	92.0	100.0	100.0
CM057397.1.g471.t1	5061.CADANGAP00001429	0.0	944.0	1	483	1	483	99.6	100.0	100.0
CM057397.1.g472.t1	5061.CADANGAP00001430	0.0	1426.0	1	759	1	759	95.5	99.7	98.3
CM057397.1.g473.t1	5061.CADANGAP00001431	0.0	934.0	1	491	1	488	95.1	100.0	100.0
CM057397.1.g474.t1	5061.CADANGAP00001432	0.0	973.0	1	508	1	508	99.0	78.9	100.0
CM057397.1.g475.t1	5061.CADANGAP00001433	0.0	934.0	1	454	1	454	99.8	100.0	100.0
CM057397.1.g476.t1	5061.CADANGAP00001434	2.89e-251	690.0	1	361	1	361	98.1	100.0	100.0
CM057397.1.g477.t1	5061.CADANGAP00001435	7.44e-258	708.0	1	378	1	378	100.0	100.0	100.0
CM057397.1.g478.t1	40384.G7XS44	5.63e-311	847.0	1	434	1	434	91.2	100.0	100.0
CM057397.1.g479.t1	40384.G7XS45	2.26e-86	256.0	1	147	1	147	79.6	97.4	100.0
CM057397.1.g480.t1	5061.CADANGAP00001437	6.29e-220	606.0	1	305	1	305	96.1	100.0	100.0
CM057397.1.g481.t1	5061.CADANGAP00001438	1.32e-306	839.0	11	489	1	447	87.3	98.0	100.0
CM057397.1.g482.t1	5061.CADANGAP00001439	0.0	1094.0	1	565	1	565	99.6	100.0	100.0
CM057397.1.g483.t1	5061.CADANGAP00001440	1.35e-283	795.0	1	416	1	416	96.4	50.6	94.1
CM057397.1.g485.t1	5061.CADANGAP00001445	3.02e-42	141.0	1	74	93	166	98.6	100.0	44.6
CM057397.1.g486.t1	5061.CADANGAP00001446	4.36e-264	726.0	1	368	79	446	98.9	100.0	82.5
CM057397.1.g487.t1	5061.CADANGAP00001448	7.11e-196	546.0	1	282	1	338	82.8	100.0	100.0
CM057397.1.g488.t1	5061.CADANGAP00001449	0.0	1108.0	55	614	1	563	98.4	91.2	100.0
CM057397.1.g489.t1	5061.CADANGAP00001450	1.17e-218	603.0	1	302	1	302	98.3	100.0	100.0
CM057397.1.g490.t1	5061.CADANGAP00001451	1.9e-264	731.0	1	378	140	517	99.5	100.0	73.1
CM057397.1.g491.t1	5061.CADANGAP00001451	4.08e-183	524.0	1	368	1	517	60.0	100.0	100.0
CM057397.1.g492.t1	5061.CADANGAP00001452	5.73e-305	830.0	1	409	1	409	99.5	100.0	100.0
CM057397.1.g494.t1	5061.CADANGAP00001455	3.27e-100	295.0	49	208	43	202	91.9	75.8	79.2
CM057397.1.g495.t1	5061.CADANGAP00001456	6.12e-69	215.0	3	132	142	271	81.5	97.7	47.8
CM057397.1.g496.t1	5061.CADANGAP00001457	1.56e-248	684.0	11	382	1	366	94.6	97.4	100.0
CM057397.1.g498.t1	40384.G7XZC7	1.15e-235	649.0	1	339	1	339	97.1	99.7	99.7
CM057397.1.g499.t1	140110.NechaP75787	3.34e-129	397.0	94	619	6	499	43.8	83.8	94.3
CM057397.1.g500.t1	318829.MGG_17513T0	2.27e-280	782.0	1	552	47	598	69.4	99.8	92.0
CM057397.1.g501.t1	5062.CADAORAP00012031	3.51e-115	339.0	1	267	1	287	65.2	98.2	98.3
CM057397.1.g502.t1	140110.NechaP84430	1.6e-69	212.0	22	146	1	125	81.6	85.0	99.2
CM057397.1.g503.t1	140110.NechaP31479	1.05e-232	654.0	2	455	29	476	70.5	90.8	91.8
CM057397.1.g504.t1	43229.XP_007728173.1	1.07e-213	611.0	39	535	41	537	58.6	90.7	87.7
CM057397.1.g505.t1	5061.CADANGAP00001005	0.0	989.0	1	511	1	511	99.8	100.0	100.0
CM057397.1.g506.t1	5061.CADANGAP00001004	0.0	2031.0	1	1014	1	1014	98.6	100.0	100.0
CM057397.1.g507.t1	5061.CADANGAP00001003	0.0	1049.0	1	543	1	543	99.6	100.0	100.0
CM057397.1.g508.t1	5061.CADANGAP00001000	2.92e-236	658.0	1	410	46	455	99.3	100.0	90.1
CM057397.1.g509.t1	5061.CADANGAP00000998	4.72e-299	816.0	6	424	1	419	95.9	98.8	100.0
CM057397.1.g510.t1	5061.CADANGAP00000997	0.0	930.0	1	541	1	544	88.8	100.0	100.0
CM057397.1.g511.t1	5061.CADANGAP00000996	0.0	1392.0	1	737	1	737	99.9	100.0	100.0
CM057397.1.g513.t1	5061.CADANGAP00000994	1.1e-190	530.0	1	277	1	277	100.0	100.0	100.0
CM057397.1.g514.t1	5061.CADANGAP00000990	0.0	1357.0	1	704	1	704	100.0	99.9	94.5
CM057397.1.g515.t1	5061.CADANGAP00000989	2.85e-231	639.0	1	337	34	370	100.0	100.0	91.1
CM057397.1.g516.t1	5061.CADANGAP00000987	0.0	1281.0	1	678	1	679	99.4	100.0	100.0
CM057397.1.g517.t1	5061.CADANGAP00000985	0.0	1043.0	1	575	1	575	99.8	100.0	100.0
CM057397.1.g518.t1	5061.CADANGAP00000984	0.0	1659.0	1	874	1	874	99.7	99.5	100.0
CM057397.1.g520.t1	5061.CADANGAP00000980	0.0	910.0	1	458	1	458	100.0	100.0	100.0
CM057397.1.g522.t1	5061.CADANGAP00000977	3.77e-161	454.0	1	267	1	267	98.5	100.0	100.0
CM057397.1.g523.t1	5061.CADANGAP00000976	0.0	2161.0	1	1132	1	1134	97.3	99.4	99.6
CM057397.1.g524.t1	5061.CADANGAP00000975	5.03e-128	363.0	1	181	1	181	100.0	100.0	100.0
CM057397.1.g525.t1	40384.G7X4P5	3.11e-308	840.0	1	425	1	425	96.7	100.0	100.0
CM057397.1.g526.t1	40384.G7X4P4	1.06e-284	786.0	1	491	1	490	83.3	100.0	100.0
CM057397.1.g527.t1	5061.CADANGAP00000971	0.0	1106.0	42	597	1	556	98.4	93.1	100.0
CM057397.1.g528.t1	5061.CADANGAP00000970	0.0	2849.0	1	1499	1	1501	98.9	100.0	100.0
CM057397.1.g529.t1	5061.CADANGAP00000969	2.63e-83	248.0	1	145	1	145	80.0	100.0	100.0
CM057397.1.g530.t1	40384.G7X4P0	5.96e-301	826.0	1	483	1	473	84.3	100.0	100.0
CM057397.1.g531.t1	5061.CADANGAP00000967	0.0	1595.0	1	806	1	804	98.9	100.0	100.0
